object_name,sample_name,obj. ref
LeechJ_xxxx__AF63__bin.11,LeechJ_xxxx__AF63__bin.11,218406/6524/1
MortensenS_xxxx__WK030-2-G-48h-04A6_S106__bin.3,MortensenS_xxxx__WK030-2-G-48h-04A6_S106__bin.3,218406/6527/1
MotaGutierrezJ_2021__SRR11602143__bin.14,MotaGutierrezJ_2021__SRR11602143__bin.14,218406/6529/1
LimaC_2020__SRR9640354__bin.2,LimaC_2020__SRR9640354__bin.2,218406/6530/1
MAG_464,MAG_464,218406/6531/1
MASTER_WP4_UNINA_1__FO013_71775__bin.7,MASTER_WP4_UNINA_1__FO013_71775__bin.7,218406/6533/1
FontanaF_2023__SRR20746878__bin.2,FontanaF_2023__SRR20746878__bin.2,218406/6536/1
EBC_084.33,EBC_084.33,218406/6539/1
WalshAM_2016__ERS1354645__bin.1,WalshAM_2016__ERS1354645__bin.1,218406/6540/1
KastmanEK_2016__CSB729__bin.5,KastmanEK_2016__CSB729__bin.5,218406/6542/1
CM_UNINA_FFOOD__FFOOD_325__bin.9,CM_UNINA_FFOOD__FFOOD_325__bin.9,218406/6544/1
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.8,MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.8,218406/6545/1
LeechJ_xxxx__AF45__bin.5,LeechJ_xxxx__AF45__bin.5,218406/6548/1
DeFilippisF_xxxx__DF_88__bin.5,DeFilippisF_xxxx__DF_88__bin.5,218406/6549/1
DeFilippisF_xxxx__DF_41__bin.5,DeFilippisF_xxxx__DF_41__bin.5,218406/6551/1
FalardeauJ_2023__SRR20811134__bin.1,FalardeauJ_2023__SRR20811134__bin.1,218406/6556/1
LeechJ_xxxx__AF51__bin.5,LeechJ_xxxx__AF51__bin.5,218406/6558/1
MortensenS_xxxx__WK055-2-L-48h-04F5_S21__bin.2,MortensenS_xxxx__WK055-2-L-48h-04F5_S21__bin.2,218406/6559/1
MortensenS_xxxx__WK003-2-L-08h-01G2_S35__bin.1,MortensenS_xxxx__WK003-2-L-08h-01G2_S35__bin.1,218406/6561/1
LeechJ_xxxx__AF09__bin.3,LeechJ_xxxx__AF09__bin.3,218406/6564/1
MortensenS_xxxx__WK032-2-L-48h-03B8_S36__bin.3,MortensenS_xxxx__WK032-2-L-48h-03B8_S36__bin.3,218406/6565/1
MortensenS_xxxx__WK050-1-L-08h-04C7_S125__bin.1,MortensenS_xxxx__WK050-1-L-08h-04C7_S125__bin.1,218406/6566/1
CM_UNINA_FFOOD__FFOOD_290__bin.1,CM_UNINA_FFOOD__FFOOD_290__bin.1,218406/6568/1
YouL_2022__SRR13308529__bin.12,YouL_2022__SRR13308529__bin.12,218406/6569/1
AlvarezOrdonezA_xxxx__R01-18__bin.4,AlvarezOrdonezA_xxxx__R01-18__bin.4,218406/6574/1
MASTER_WP4_CSIC_2__P2614__bin.46,MASTER_WP4_CSIC_2__P2614__bin.46,218406/6575/1
MASTER_WP4_UNINA_2__S-21__bin.4,MASTER_WP4_UNINA_2__S-21__bin.4,218406/6576/1
MASTER_WP4_CSIC_2__P2616__bin.5,MASTER_WP4_CSIC_2__P2616__bin.5,218406/6578/1
LeechJ_2020__ERS3967701__bin.3,LeechJ_2020__ERS3967701__bin.3,218406/6579/1
MASTER_WP4_UNINA_2__T-26.1__bin.5,MASTER_WP4_UNINA_2__T-26.1__bin.5,218406/6583/1
YuY_2022__SRR16950703__bin.3,YuY_2022__SRR16950703__bin.3,218406/6585/1
MAG_159,MAG_159,218406/6586/1
MASTER_WP4_UNINA_1__GO102_71775__bin.42,MASTER_WP4_UNINA_1__GO102_71775__bin.42,218406/6588/1
YouL_2022__SRR13308521__bin.17,YouL_2022__SRR13308521__bin.17,218406/6593/1
MASTER_WP4_TEAGASC_1__TGS15-30__bin.21,MASTER_WP4_TEAGASC_1__TGS15-30__bin.21,218406/6594/1
MortensenS_xxxx__WK007-1-L-08h-01H7_S49__bin.6,MortensenS_xxxx__WK007-1-L-08h-01H7_S49__bin.6,218406/6595/1
FontanaF_2023__SRR20746963__bin.7,FontanaF_2023__SRR20746963__bin.7,218406/6597/1
We2_bin.circ.8,We2_bin.circ.8,218406/6598/1
YuY_2022__SRR16950700__bin.20,YuY_2022__SRR16950700__bin.20,218406/6599/1
SRR10454516C127_okinawensis_assembly,SRR10454516C127_okinawensis_assembly,218406/6602/1
MAG_108,MAG_108,218406/6603/1
MASTER_WP4_CSIC_2__P2517__bin.12,MASTER_WP4_CSIC_2__P2517__bin.12,218406/6605/1
FontanaF_2023__SRR20746870__bin.5,FontanaF_2023__SRR20746870__bin.5,218406/6607/1
CM_UNINA_FFOOD__FFOOD_223__bin.1,CM_UNINA_FFOOD__FFOOD_223__bin.1,218406/6613/1
EBC_024.4,EBC_024.4,218406/6615/1
YangC_2021__SRR13259379__bin.8,YangC_2021__SRR13259379__bin.8,218406/6616/1
LeechJ_xxxx__AF15__bin.4,LeechJ_xxxx__AF15__bin.4,218406/6617/1
AlvarezOrdonezA_xxxx__C06-18__bin.23,AlvarezOrdonezA_xxxx__C06-18__bin.23,218406/6619/1
MagliuloR_2024__SRR28235350__bin.5,MagliuloR_2024__SRR28235350__bin.5,218406/6620/1
MASTER_WP4_UNINA_1__PT008_71775__bin.3,MASTER_WP4_UNINA_1__PT008_71775__bin.3,218406/6623/1
WalshL_xxxx__G11__bin.1,WalshL_xxxx__G11__bin.1,218406/6624/1
LeechJ_2020__ERS3967692__bin.4,LeechJ_2020__ERS3967692__bin.4,218406/6626/1
CM_UNINA_FFOOD__FFOOD_421__bin.7,CM_UNINA_FFOOD__FFOOD_421__bin.7,218406/6627/1
EBC_140.1,EBC_140.1,218406/6628/1
KastmanEK_2016__CSB409__bin.4,KastmanEK_2016__CSB409__bin.4,218406/6632/1
MASTER_WP4_UNINA_2__T-22__bin.24,MASTER_WP4_UNINA_2__T-22__bin.24,218406/6633/1
LeechJ_xxxx__AF66__bin.10,LeechJ_xxxx__AF66__bin.10,218406/6635/1
LandisEA_2021__SRS5653217__bin.2,LandisEA_2021__SRS5653217__bin.2,218406/6640/1
WalshL_xxxx__O3__bin.7,WalshL_xxxx__O3__bin.7,218406/6643/1
WolfeBE_2014__771_Tarentaise__bin.3,WolfeBE_2014__771_Tarentaise__bin.3,218406/6644/1
LeechJ_xxxx__AF59__bin.15,LeechJ_xxxx__AF59__bin.15,218406/6645/1
WalshL_xxxx__H4__bin.3,WalshL_xxxx__H4__bin.3,218406/6646/1
MASTER_WP4_UNINA_1__SP109_71775__bin.29,MASTER_WP4_UNINA_1__SP109_71775__bin.29,218406/6648/1
WalshAM_2020__ERS3466778__bin.1,WalshAM_2020__ERS3466778__bin.1,218406/6649/1
YuY_2022__SRR16950696__bin.17,YuY_2022__SRR16950696__bin.17,218406/6650/1
MASTER_WP4_UNINA_1__AS112_71775__bin.7,MASTER_WP4_UNINA_1__AS112_71775__bin.7,218406/6654/1
MASTER_WP4_CSIC_2__P2558__bin.24,MASTER_WP4_CSIC_2__P2558__bin.24,218406/6656/1
FontanaF_2023__SRR20746941__bin.1,FontanaF_2023__SRR20746941__bin.1,218406/6658/1
WalshL_xxxx__U-2-9__bin.3,WalshL_xxxx__U-2-9__bin.3,218406/6661/1
MASTER_WP4_FFoQSI_3__VB15-29__bin.39,MASTER_WP4_FFoQSI_3__VB15-29__bin.39,218406/6663/1
MASTER_WP4_UNINA_1__PU007_71775__bin.4,MASTER_WP4_UNINA_1__PU007_71775__bin.4,218406/6664/1
MASTER_WP4_TEAGASC_1__TGS15-30__bin.15,MASTER_WP4_TEAGASC_1__TGS15-30__bin.15,218406/6665/1
MortensenS_xxxx__WK036-2-L-08h-03D5_S51__bin.7,MortensenS_xxxx__WK036-2-L-08h-03D5_S51__bin.7,218406/6667/1
MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.2,MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.2,218406/6670/1
DuR_2020__DRS139335__bin.15,DuR_2020__DRS139335__bin.15,218406/6674/1
YulandiA_2020__SRS6115052__bin.29,YulandiA_2020__SRS6115052__bin.29,218406/6675/1
MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.3,MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.3,218406/6677/1
MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.2,MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.2,218406/6678/1
WolfeBE_2014__491_Bayley__bin.10,WolfeBE_2014__491_Bayley__bin.10,218406/6679/1
FontanaF_2023__SRR20746855__bin.7,FontanaF_2023__SRR20746855__bin.7,218406/6683/1
MASTER_WP4_UNINA_1__GO004_71775__bin.26,MASTER_WP4_UNINA_1__GO004_71775__bin.26,218406/6684/1
MortensenS_xxxx__WK062-1-L-48h-04I4_S47__bin.2,MortensenS_xxxx__WK062-1-L-48h-04I4_S47__bin.2,218406/6688/1
MASTER_WP4_CSIC_1__P2235_73323__bin.9,MASTER_WP4_CSIC_1__P2235_73323__bin.9,218406/6689/1
DeFilippisF_xxxx__DS_66__bin.4,DeFilippisF_xxxx__DS_66__bin.4,218406/6692/1
MAG_55,MAG_55,218406/6693/1
MotaGutierrezJ_2021__SRR11602148__bin.4,MotaGutierrezJ_2021__SRR11602148__bin.4,218406/6694/1
MASTER_WP4_UNINA_1__PA012_73417__bin.5,MASTER_WP4_UNINA_1__PA012_73417__bin.5,218406/6695/1
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.2,MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.2,218406/6696/1
MASTER_WP4_UNINA_2__I-22__bin.16,MASTER_WP4_UNINA_2__I-22__bin.16,218406/6698/1
FalardeauJ_2023__SRR20811133__bin.5,FalardeauJ_2023__SRR20811133__bin.5,218406/6699/1
CM_UNINA_FFOOD__FFOOD_318__bin.5,CM_UNINA_FFOOD__FFOOD_318__bin.5,218406/6704/1
MASTER_WP4_CSIC_2__P2586__bin.9,MASTER_WP4_CSIC_2__P2586__bin.9,218406/6708/1
MASTER_WP4_UNINA_2__T-25.1__bin.5,MASTER_WP4_UNINA_2__T-25.1__bin.5,218406/6710/1
AlvarezOrdonezA_xxxx__Q03-23__bin.4,AlvarezOrdonezA_xxxx__Q03-23__bin.4,218406/6711/1
LeechJ_2020__ERS3967717__bin.4,LeechJ_2020__ERS3967717__bin.4,218406/6712/1
FalardeauJ_2023__SRR20811134__bin.11,FalardeauJ_2023__SRR20811134__bin.11,218406/6714/1
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.10,MASTER_WP4_FFoQSI_1__VB-15-M10__bin.10,218406/6716/1
DeFilippisF_xxxx__DF_34__bin.26,DeFilippisF_xxxx__DF_34__bin.26,218406/6717/1
AlvarezOrdonezA_xxxx__Q08-26__bin.9,AlvarezOrdonezA_xxxx__Q08-26__bin.9,218406/6720/1
DeFilippisF_xxxx__DF_11__bin.21,DeFilippisF_xxxx__DF_11__bin.21,218406/6722/1
MotaGutierrezJ_2021__SRR11602141__bin.21,MotaGutierrezJ_2021__SRR11602141__bin.21,218406/6725/1
MASTER_WP4_FFoQSI_3__VB13-30__bin.31,MASTER_WP4_FFoQSI_3__VB13-30__bin.31,218406/6726/1
FontanaF_2023__SRR20746822__bin.3,FontanaF_2023__SRR20746822__bin.3,218406/6729/1
MASTER_WP4_CSIC_1__P2227_73323__bin.5,MASTER_WP4_CSIC_1__P2227_73323__bin.5,218406/6730/1
LeechJ_2020__ERS3967698__bin.4,LeechJ_2020__ERS3967698__bin.4,218406/6732/1
WalshL_xxxx__F5__bin.5,WalshL_xxxx__F5__bin.5,218406/6733/1
MASTER_WP4_FFoQSI_2__VB08-26__bin.7,MASTER_WP4_FFoQSI_2__VB08-26__bin.7,218406/6734/1
MAG_30,MAG_30,218406/6735/1
SternesPR_2017__Y2D1_B_shotgun__bin.1,SternesPR_2017__Y2D1_B_shotgun__bin.1,218406/6740/1
LeechJ_2020__ERS3967734__bin.8,LeechJ_2020__ERS3967734__bin.8,218406/6742/1
Nixt_bin.2,Nixt_bin.2,218406/6747/1
AlvarezOrdonezA_xxxx__C07-19__bin.8,AlvarezOrdonezA_xxxx__C07-19__bin.8,218406/6749/1
MASTER_WP4_FFoQSI_3__VB13-29__bin.20,MASTER_WP4_FFoQSI_3__VB13-29__bin.20,218406/6750/1
LeechJ_2020__ERS3967741__bin.13,LeechJ_2020__ERS3967741__bin.13,218406/6751/1
LeechJ_2020__ERS3967724__bin.1,LeechJ_2020__ERS3967724__bin.1,218406/6752/1
MAG_61,MAG_61,218406/6753/1
MASTER_WP4_TEAGASC_1__TGS04-28__bin.14,MASTER_WP4_TEAGASC_1__TGS04-28__bin.14,218406/6754/1
MAG_92,MAG_92,218406/6757/1
YuY_2022__SRR16950699__bin.12,YuY_2022__SRR16950699__bin.12,218406/6761/1
MASTER_WP4_CSIC_2__P2599__bin.33,MASTER_WP4_CSIC_2__P2599__bin.33,218406/6762/1
DeFilippisF_xxxx__DF_11__bin.15,DeFilippisF_xxxx__DF_11__bin.15,218406/6766/1
EinsonEJ_2018__SRS2706107__bin.2,EinsonEJ_2018__SRS2706107__bin.2,218406/6769/1
MASTER_WP4_FFoQSI_2__VB16-22__bin.11,MASTER_WP4_FFoQSI_2__VB16-22__bin.11,218406/6770/1
MASTER_WP4_FFoQSI_2__VB16-30__bin.16,MASTER_WP4_FFoQSI_2__VB16-30__bin.16,218406/6771/1
MASTER_WP4_FFoQSI_2__VB15-27__bin.5,MASTER_WP4_FFoQSI_2__VB15-27__bin.5,218406/6772/1
CM_UNINA_FFOOD__FFOOD_284__bin.13,CM_UNINA_FFOOD__FFOOD_284__bin.13,218406/6773/1
WolfeBE_2014__575_CabotClothbound__bin.6,WolfeBE_2014__575_CabotClothbound__bin.6,218406/6774/1
DeFilippisF_xxxx__DF_96__bin.5,DeFilippisF_xxxx__DF_96__bin.5,218406/6778/1
SRR10454517C1506_cerevisiae_assembly,SRR10454517C1506_cerevisiae_assembly,218406/6780/1
KastmanEK_2016__CSB737__bin.5,KastmanEK_2016__CSB737__bin.5,218406/6781/1
MortensenS_xxxx__WK064-2-L-08h-05A4_S56__bin.11,MortensenS_xxxx__WK064-2-L-08h-05A4_S56__bin.11,218406/6785/1
AlvarezOrdonezA_xxxx__Q01-22__bin.18,AlvarezOrdonezA_xxxx__Q01-22__bin.18,218406/6786/1
FontanaF_2023__SRR20746952__bin.5,FontanaF_2023__SRR20746952__bin.5,218406/6787/1
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.12,MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.12,218406/6789/1
MASTER_WP4_CSIC_2__P2636__bin.4,MASTER_WP4_CSIC_2__P2636__bin.4,218406/6790/1
MAG_305,MAG_305,218406/6793/1
MortensenS_xxxx__WK061-2-G-48h-05H4_S119__bin.2,MortensenS_xxxx__WK061-2-G-48h-05H4_S119__bin.2,218406/6797/1
MASTER_WP4_UNINA_1__AS107_71775__bin.1,MASTER_WP4_UNINA_1__AS107_71775__bin.1,218406/6800/1
SEM_47_S64.31,SEM_47_S64.31,218406/6802/1
MASTER_WP4_CSIC_1__P2134_73322__bin.3,MASTER_WP4_CSIC_1__P2134_73322__bin.3,218406/6803/1
MortensenS_xxxx__WK044-2-L-48h-03H2_S84__bin.1,MortensenS_xxxx__WK044-2-L-48h-03H2_S84__bin.1,218406/6804/1
YasirM_2022__SRR18335011__bin.2,YasirM_2022__SRR18335011__bin.2,218406/6805/1
MASTER_WP4_CSIC_1__P2239_73323__bin.10,MASTER_WP4_CSIC_1__P2239_73323__bin.10,218406/6807/1
LeechJ_2020__ERS3967690__bin.3,LeechJ_2020__ERS3967690__bin.3,218406/6809/1
MortensenS_xxxx__WK003-1-L-48h-01G1_S34__bin.2,MortensenS_xxxx__WK003-1-L-48h-01G1_S34__bin.2,218406/6810/1
MASTER_WP4_TEAGASC_1__TGS08-29__bin.55,MASTER_WP4_TEAGASC_1__TGS08-29__bin.55,218406/6812/1
MAG_354,MAG_354,218406/6819/1
MASTER_WP4_UNINA_1__PB007_73417__bin.9,MASTER_WP4_UNINA_1__PB007_73417__bin.9,218406/6821/1
MortensenS_xxxx__WK003-1-L-48h-01G1_S34__bin.10,MortensenS_xxxx__WK003-1-L-48h-01G1_S34__bin.10,218406/6822/1
DeFilippisF_xxxx__DF_104__bin.11,DeFilippisF_xxxx__DF_104__bin.11,218406/6823/1
MASTER_WP4_FFoQSI_2__VB15-22__bin.6,MASTER_WP4_FFoQSI_2__VB15-22__bin.6,218406/6824/1
SternesPR_2017__Y3D1_A_shotgun__bin.6,SternesPR_2017__Y3D1_A_shotgun__bin.6,218406/6825/1
ChaconVargasK_2020__SRS6087094__bin.4,ChaconVargasK_2020__SRS6087094__bin.4,218406/6826/1
MASTER_WP4_FFoQSI_2__VB04-27__bin.3,MASTER_WP4_FFoQSI_2__VB04-27__bin.3,218406/6827/1
MASTER_WP4_CSIC_2__P2627__bin.7,MASTER_WP4_CSIC_2__P2627__bin.7,218406/6828/1
MASTER_WP4_TEAGASC_1__TGS13-30__bin.5,MASTER_WP4_TEAGASC_1__TGS13-30__bin.5,218406/6830/1
MAG_176,MAG_176,218406/6839/1
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.3,MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.3,218406/6840/1
MASTER_WP4_CSIC_1__P2137_73322__bin.62,MASTER_WP4_CSIC_1__P2137_73322__bin.62,218406/6841/1
MASTER_WP4_TEAGASC_1__TGS03-22__bin.3,MASTER_WP4_TEAGASC_1__TGS03-22__bin.3,218406/6842/1
FalardeauJ_2023__SRR20811282__bin.2,FalardeauJ_2023__SRR20811282__bin.2,218406/6844/1
ODFM-BA-A-0033-002_Haladaptatus_cibarius_D43,ODFM-BA-A-0033-002_Haladaptatus_cibarius_D43,218406/6845/1
SulaimanJ_2014__SRS398267__bin.6,SulaimanJ_2014__SRS398267__bin.6,218406/6846/1
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.6,MASTER_WP4_FFoQSI_1__VB-15-M10__bin.6,218406/6848/1
AlvarezOrdonezA_xxxx__Q04-26__bin.13,AlvarezOrdonezA_xxxx__Q04-26__bin.13,218406/6849/1
MASTER_WP4_CSIC_1__P2137_73322__bin.33,MASTER_WP4_CSIC_1__P2137_73322__bin.33,218406/6854/1
CM_UNINA_FFOOD__FFOOD_256__bin.2,CM_UNINA_FFOOD__FFOOD_256__bin.2,218406/6857/1
LeechJ_xxxx__AF53__bin.2,LeechJ_xxxx__AF53__bin.2,218406/6860/1
MASTER_WP4_TEAGASC_1__TGS04-23__bin.9,MASTER_WP4_TEAGASC_1__TGS04-23__bin.9,218406/6862/1
MacoriG_2019__CS_R36__bin.1,MacoriG_2019__CS_R36__bin.1,218406/6863/1
MASTER_WP4_TEAGASC_1__TGS08-29__bin.61,MASTER_WP4_TEAGASC_1__TGS08-29__bin.61,218406/6864/1
WalshL_xxxx__H3_S87__bin.34,WalshL_xxxx__H3_S87__bin.34,218406/6866/1
MAG_360,MAG_360,218406/6867/1
MASTER_WP4_FFoQSI_2__VB10-30__bin.20,MASTER_WP4_FFoQSI_2__VB10-30__bin.20,218406/6868/1
MASTER_WP4_CSIC_2__P2502__bin.5,MASTER_WP4_CSIC_2__P2502__bin.5,218406/6870/1
MotaGutierrezJ_2021__SRR11602156__bin.13,MotaGutierrezJ_2021__SRR11602156__bin.13,218406/6875/1
MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin.2,MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin.2,218406/6878/1
KharnaiorP_2023__SRR22859377__bin.2,KharnaiorP_2023__SRR22859377__bin.2,218406/6880/1
MAG_331,MAG_331,218406/6881/1
MAG_113,MAG_113,218406/6882/1
PothakosV_2020__ERS2068301__bin.6,PothakosV_2020__ERS2068301__bin.6,218406/6883/1
WalshAM_2016__ERS1354642__bin.5,WalshAM_2016__ERS1354642__bin.5,218406/6884/1
LeechJ_xxxx__AF42__bin.1,LeechJ_xxxx__AF42__bin.1,218406/6885/1
MASTER_WP4_CSIC_1__P2146_73322__bin.6,MASTER_WP4_CSIC_1__P2146_73322__bin.6,218406/6887/1
MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin.5,MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin.5,218406/6889/1
MASTER_WP4_UNINA_1__AS211_71775__bin.12,MASTER_WP4_UNINA_1__AS211_71775__bin.12,218406/6897/1
MASTER_WP4_UNINA_2__O-30__bin.13,MASTER_WP4_UNINA_2__O-30__bin.13,218406/6898/1
MortensenS_xxxx__WK041-2-L-08h-03F7_S71__bin.3,MortensenS_xxxx__WK041-2-L-08h-03F7_S71__bin.3,218406/6899/1
MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4,MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4,218406/6901/1
YuY_2022__SRR16950702__bin.15,YuY_2022__SRR16950702__bin.15,218406/6902/1
LiZ_2018__SRS2920550__bin.9,LiZ_2018__SRS2920550__bin.9,218406/6903/1
MAG_142,MAG_142,218406/6904/1
MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2,MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2,218406/6906/1
MAG_393,MAG_393,218406/6910/1
LeechJ_xxxx__AF24__bin.6,LeechJ_xxxx__AF24__bin.6,218406/6912/1
MAG_383,MAG_383,218406/6915/1
DeFilippisF_xxxx__DF_117__bin.6,DeFilippisF_xxxx__DF_117__bin.6,218406/6916/1
YasirM_2022__SRR18334999__bin.1,YasirM_2022__SRR18334999__bin.1,218406/6918/1
LeechJ_2020__ERS3967700__bin.2,LeechJ_2020__ERS3967700__bin.2,218406/6919/1
MASTER_WP4_CSIC_1__P2137_73322__bin.46,MASTER_WP4_CSIC_1__P2137_73322__bin.46,218406/6920/1
MASTER_WP4_CSIC_2__P2559__bin.12,MASTER_WP4_CSIC_2__P2559__bin.12,218406/6924/1
AlvarezOrdonezA_xxxx__F06-19__bin.2,AlvarezOrdonezA_xxxx__F06-19__bin.2,218406/6928/1
MASTER_WP4_UNINA_1__MV011_71775__bin.1,MASTER_WP4_UNINA_1__MV011_71775__bin.1,218406/6929/1
MASTER_WP4_UNINA_1__GO102_71775__bin.18,MASTER_WP4_UNINA_1__GO102_71775__bin.18,218406/6930/1
MASTER_WP4_TEAGASC_1__TGS07-22__bin.5,MASTER_WP4_TEAGASC_1__TGS07-22__bin.5,218406/6931/1
MASTER_WP4_UNINA_1__PM003_71775__bin.17,MASTER_WP4_UNINA_1__PM003_71775__bin.17,218406/6933/1
MASTER_WP4_CSIC_1__P2134_73322__bin.21,MASTER_WP4_CSIC_1__P2134_73322__bin.21,218406/6935/1
AlvarezOrdonezA_xxxx__F03-18__bin.18,AlvarezOrdonezA_xxxx__F03-18__bin.18,218406/6938/1
MASTER_WP4_CSIC_1__P2137_73322__bin.17,MASTER_WP4_CSIC_1__P2137_73322__bin.17,218406/6940/1
WalshL_xxxx__F12__bin.1,WalshL_xxxx__F12__bin.1,218406/6943/1
MAG_103,MAG_103,218406/6944/1
MASTER_WP4_FFoQSI_2__VB06-30__bin.17,MASTER_WP4_FFoQSI_2__VB06-30__bin.17,218406/6946/1
FalardeauJ_2023__SRR20811223__bin.7,FalardeauJ_2023__SRR20811223__bin.7,218406/6948/1
MASTER_WP4_CSIC_1__P2235_73323__bin.23,MASTER_WP4_CSIC_1__P2235_73323__bin.23,218406/6949/1
MASTER_WP4_UNINA_2__C-22__bin.5,MASTER_WP4_UNINA_2__C-22__bin.5,218406/6951/1
MASTER_WP4_UNINA_1__GR002_73417__bin.7,MASTER_WP4_UNINA_1__GR002_73417__bin.7,218406/6952/1
MortensenS_xxxx__WK020-2-L-08h-02E7_S103__bin.3,MortensenS_xxxx__WK020-2-L-08h-02E7_S103__bin.3,218406/6957/1
CM_UNINA_FFOOD__FFOOD_249__bin.3,CM_UNINA_FFOOD__FFOOD_249__bin.3,218406/6959/1
WalshL_xxxx__H3_S87__bin.24,WalshL_xxxx__H3_S87__bin.24,218406/6961/1
AlvarezOrdonezA_xxxx__Q08-22__bin.12,AlvarezOrdonezA_xxxx__Q08-22__bin.12,218406/6962/1
MortensenS_xxxx__WK064-2-L-48h-05A5_S57__bin.4,MortensenS_xxxx__WK064-2-L-48h-05A5_S57__bin.4,218406/6963/1
AlvarezOrdonezA_xxxx__Q02-28__bin.22,AlvarezOrdonezA_xxxx__Q02-28__bin.22,218406/6966/1
FontanaF_2023__SRR20746824__bin.6,FontanaF_2023__SRR20746824__bin.6,218406/6967/1
MASTER_WP4_CSIC_2__P2566__bin.17,MASTER_WP4_CSIC_2__P2566__bin.17,218406/6969/1
DeFilippisF_xxxx__DF_67__bin.10,DeFilippisF_xxxx__DF_67__bin.10,218406/6973/1
LeechJ_xxxx__AF88__bin.7,LeechJ_xxxx__AF88__bin.7,218406/6974/1
SEM_47_S64.44,SEM_47_S64.44,218406/6976/1
DeFilippisF_xxxx__DF_45__bin.7,DeFilippisF_xxxx__DF_45__bin.7,218406/6978/1
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.35,MASTER_WP4_FFoQSI_1__VB-06-BG__bin.35,218406/6979/1
LeechJ_xxxx__AF41__bin.7,LeechJ_xxxx__AF41__bin.7,218406/6981/1
MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin.6,MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin.6,218406/6982/1
DuR_2020__DRS139334__bin.17,DuR_2020__DRS139334__bin.17,218406/6985/1
AlvarezOrdonezA_xxxx__Q06-30__bin.8,AlvarezOrdonezA_xxxx__Q06-30__bin.8,218406/6986/1
FontanaF_2023__SRR20746937__bin.4,FontanaF_2023__SRR20746937__bin.4,218406/6991/1
MASTER_WP4_FFoQSI_2__VB06-30__bin.23,MASTER_WP4_FFoQSI_2__VB06-30__bin.23,218406/6994/1
MASTER_WP4_FFoQSI_3__VB07-21__bin.3,MASTER_WP4_FFoQSI_3__VB07-21__bin.3,218406/6995/1
CM_UNINA_FFOOD__FFOOD_420__bin.6,CM_UNINA_FFOOD__FFOOD_420__bin.6,218406/6997/1
CM_UNINA_FFOOD__FFOOD_383__bin.8,CM_UNINA_FFOOD__FFOOD_383__bin.8,218406/6998/1
MASTER_WP4_UNINA_1__PV005_71775__bin.8,MASTER_WP4_UNINA_1__PV005_71775__bin.8,218406/6999/1
LeechJ_xxxx__AF72__bin.2,LeechJ_xxxx__AF72__bin.2,218406/7000/1
LeechJ_2020__ERS3967722__bin.4,LeechJ_2020__ERS3967722__bin.4,218406/7001/1
AlvarezOrdonezA_xxxx__F01-19__bin.2,AlvarezOrdonezA_xxxx__F01-19__bin.2,218406/7004/1
KastmanEK_2016__CSB600__bin.4,KastmanEK_2016__CSB600__bin.4,218406/7010/1
KastmanEK_2016__CSB720__bin.3,KastmanEK_2016__CSB720__bin.3,218406/7011/1
MASTER_WP4_UNINA_2__O-27__bin.8,MASTER_WP4_UNINA_2__O-27__bin.8,218406/7015/1
LandisEA_2021__SRS5653399__bin.3,LandisEA_2021__SRS5653399__bin.3,218406/7016/1
MASTER_WP4_UNINA_1__PA207_73417__bin.2,MASTER_WP4_UNINA_1__PA207_73417__bin.2,218406/7017/1
LeechJ_xxxx__AF14__bin.5,LeechJ_xxxx__AF14__bin.5,218406/7019/1
MAG_195,MAG_195,218406/7020/1
MASTER_WP4_UNINA_2__M-22__bin.16,MASTER_WP4_UNINA_2__M-22__bin.16,218406/7021/1
MASTER_WP4_CSIC_2__P2615__bin.21,MASTER_WP4_CSIC_2__P2615__bin.21,218406/7026/1
MASTER_WP4_CSIC_2__P2517__bin.19,MASTER_WP4_CSIC_2__P2517__bin.19,218406/7027/1
