object_name,sample_name,obj. ref
LeechJ_xxxx__AF51__bin.9,LeechJ_xxxx__AF51__bin.9,218406/2349/1
MAG_326,MAG_326,218406/2350/1
LandisEA_2021__SRS5653155__bin.1,LandisEA_2021__SRS5653155__bin.1,218406/2351/1
DeFilippisF_xxxx__DF_23__bin.7,DeFilippisF_xxxx__DF_23__bin.7,218406/2356/1
DeFilippisF_xxxx__DF_42__bin.10,DeFilippisF_xxxx__DF_42__bin.10,218406/2359/1
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.27,MASTER_WP4_FFoQSI_1__VB-14-M18__bin.27,218406/2364/1
FontanaF_2023__SRR20746834__bin.10,FontanaF_2023__SRR20746834__bin.10,218406/2365/1
MASTER_WP4_CSIC_2__P2551__bin.10,MASTER_WP4_CSIC_2__P2551__bin.10,218406/2366/1
DeFilippisF_xxxx__DF_75__bin.10,DeFilippisF_xxxx__DF_75__bin.10,218406/2367/1
MASTER_WP4_UNINA_1__GO013_71775__bin.13,MASTER_WP4_UNINA_1__GO013_71775__bin.13,218406/2368/1
FontanaF_2023__SRR20746824__bin.1,FontanaF_2023__SRR20746824__bin.1,218406/2369/1
MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin.14,MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin.14,218406/2370/1
MAG_377,MAG_377,218406/2371/1
PothakosV_2020__ERS2068302__bin.7,PothakosV_2020__ERS2068302__bin.7,218406/2377/1
MASTER_WP4_CSIC_2__P2607__bin.15,MASTER_WP4_CSIC_2__P2607__bin.15,218406/2378/1
SulaimanJ_2014__SRS398269__bin.3,SulaimanJ_2014__SRS398269__bin.3,218406/2383/1
MASTER_WP4_CSIC_2__P2591__bin.8,MASTER_WP4_CSIC_2__P2591__bin.8,218406/2384/1
LeechJ_xxxx__AF84__bin.31,LeechJ_xxxx__AF84__bin.31,218406/2386/1
MAG_384,MAG_384,218406/2387/1
YulandiA_2020__SRS6115052__bin.11,YulandiA_2020__SRS6115052__bin.11,218406/2388/1
MASTER_WP4_UNINA_2__P-22__bin.8,MASTER_WP4_UNINA_2__P-22__bin.8,218406/2389/1
MASTER_WP4_TEAGASC_1__TGS04-30__bin.1,MASTER_WP4_TEAGASC_1__TGS04-30__bin.1,218406/2390/1
MASTER_WP4_CSIC_2__P2586__bin.27,MASTER_WP4_CSIC_2__P2586__bin.27,218406/2394/1
PasolliE_2020__SRS6525478__bin.8,PasolliE_2020__SRS6525478__bin.8,218406/2396/1
DeFilippisF_xxxx__DF_54__bin.3,DeFilippisF_xxxx__DF_54__bin.3,218406/2397/1
MASTER_WP4_UNINA_1__MV011_71775__bin.6,MASTER_WP4_UNINA_1__MV011_71775__bin.6,218406/2401/1
MASTER_WP4_UNINA_2__N-22__bin.10,MASTER_WP4_UNINA_2__N-22__bin.10,218406/2403/1
MAG_104,MAG_104,218406/2404/1
CM_UNINA_FFOOD__FFOOD_266__bin.6,CM_UNINA_FFOOD__FFOOD_266__bin.6,218406/2406/1
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.33,MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.33,218406/2409/1
BertuzziAS_2018__ERS2032123__bin.3,BertuzziAS_2018__ERS2032123__bin.3,218406/2411/1
AlvarezOrdonezA_xxxx__Q08-21__bin.1,AlvarezOrdonezA_xxxx__Q08-21__bin.1,218406/2412/1
MASTER_WP4_CSIC_1__P2134_73322__bin.26,MASTER_WP4_CSIC_1__P2134_73322__bin.26,218406/2414/1
PothakosV_2020__ERS2068300__bin.15,PothakosV_2020__ERS2068300__bin.15,218406/2415/1
MASTER_WP4_TEAGASC_1__TGS07-22__bin.2,MASTER_WP4_TEAGASC_1__TGS07-22__bin.2,218406/2416/1
MAG_13,MAG_13,218406/2420/1
LandisEA_2021__SRS5653391__bin.3,LandisEA_2021__SRS5653391__bin.3,218406/2422/1
MASTER_WP4_UNINA_2__T-23.1__bin.8,MASTER_WP4_UNINA_2__T-23.1__bin.8,218406/2423/1
MASTER_WP4_UNINA_1__FO001_71775__bin.7,MASTER_WP4_UNINA_1__FO001_71775__bin.7,218406/2426/1
LimaC_2020__SRR9640354__bin.15,LimaC_2020__SRR9640354__bin.15,218406/2429/1
LeechJ_xxxx__AF44__bin.3,LeechJ_xxxx__AF44__bin.3,218406/2430/1
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.3,MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.3,218406/2431/1
MASTER_WP4_CSIC_2__P2573__bin.3,MASTER_WP4_CSIC_2__P2573__bin.3,218406/2434/1
MAG_42,MAG_42,218406/2436/1
WolfeBE_2014__581_Moses_Sleeper__bin.5,WolfeBE_2014__581_Moses_Sleeper__bin.5,218406/2440/1
EBC_145.4,EBC_145.4,218406/2441/1
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.8,MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.8,218406/2444/1
G_24_1A_oryzifermentans_assembly,G_24_1A_oryzifermentans_assembly,218406/2445/1
CM_UNINA_FFOOD__FFOOD_342__bin.8,CM_UNINA_FFOOD__FFOOD_342__bin.8,218406/2446/1
LimaC_2020__SRR9640355__bin.4,LimaC_2020__SRR9640355__bin.4,218406/2447/1
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.61,MASTER_WP4_FFoQSI_1__VB-16-BD__bin.61,218406/2450/1
WolfeBE_2014__932_Robiola_due_Latte__bin.6,WolfeBE_2014__932_Robiola_due_Latte__bin.6,218406/2451/1
MAG_439,MAG_439,218406/2454/1
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.5,MASTER_WP4_FFoQSI_1__VB-16-M16__bin.5,218406/2455/1
MilaniC_2019__SRS3591582__bin.20,MilaniC_2019__SRS3591582__bin.20,218406/2459/1
LeechJ_xxxx__AF55__bin.14,LeechJ_xxxx__AF55__bin.14,218406/2460/1
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.3,MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.3,218406/2462/1
DeFilippisF_xxxx__DF_11__bin.36,DeFilippisF_xxxx__DF_11__bin.36,218406/2464/1
MAG_579,MAG_579,218406/2465/1
MASTER_WP4_CSIC_1__P2145_73322__bin.8,MASTER_WP4_CSIC_1__P2145_73322__bin.8,218406/2466/1
MASTER_WP4_CSIC_2__P2599__bin.41,MASTER_WP4_CSIC_2__P2599__bin.41,218406/2468/1
MASTER_WP4_TEAGASC_1__TGS15-30__bin.7,MASTER_WP4_TEAGASC_1__TGS15-30__bin.7,218406/2475/1
MAG_468,MAG_468,218406/2476/1
FontanaF_2023__SRR20746976__bin.1,FontanaF_2023__SRR20746976__bin.1,218406/2478/1
MortensenS_xxxx__WK028-1-L-08h-02I7_S17__bin.1,MortensenS_xxxx__WK028-1-L-08h-02I7_S17__bin.1,218406/2479/1
MAG_528,MAG_528,218406/2481/1
LeechJ_xxxx__AF45__bin.9,LeechJ_xxxx__AF45__bin.9,218406/2482/1
CM_UNINA_FFOOD__FFOOD_387__bin.6,CM_UNINA_FFOOD__FFOOD_387__bin.6,218406/2483/1
ODFM-BA-A-0156-001_Mycetocola_reblochoni_JCM_30549,ODFM-BA-A-0156-001_Mycetocola_reblochoni_JCM_30549,218406/2485/1
WalshL_xxxx__D9__bin.6,WalshL_xxxx__D9__bin.6,218406/2487/1
DeFilippisF_xxxx__DF_5__bin.16,DeFilippisF_xxxx__DF_5__bin.16,218406/2488/1
MortensenS_xxxx__WK024-2-L-48h-02G9_S123__bin.9,MortensenS_xxxx__WK024-2-L-48h-02G9_S123__bin.9,218406/2493/1
MASTER_WP4_UNINA_1__SF013_71775__bin.7,MASTER_WP4_UNINA_1__SF013_71775__bin.7,218406/2495/1
MASTER_WP4_FFoQSI_2__VB04-21__bin.1,MASTER_WP4_FFoQSI_2__VB04-21__bin.1,218406/2496/1
KastmanEK_2016__CSB888__bin.2,KastmanEK_2016__CSB888__bin.2,218406/2499/1
MAG_76,MAG_76,218406/2500/1
LeechJ_xxxx__AF91__bin.4,LeechJ_xxxx__AF91__bin.4,218406/2503/1
MASTER_WP4_UNINA_1__MO013_71775__bin.1,MASTER_WP4_UNINA_1__MO013_71775__bin.1,218406/2504/1
KastmanEK_2016__CSB734__bin.4,KastmanEK_2016__CSB734__bin.4,218406/2505/1
MASTER_WP4_UNINA_2__F-22__bin.1,MASTER_WP4_UNINA_2__F-22__bin.1,218406/2508/1
MASTER_WP4_UNINA_2__V-25__bin.15,MASTER_WP4_UNINA_2__V-25__bin.15,218406/2509/1
DeFilippisF_xxxx__DF_62__bin.5,DeFilippisF_xxxx__DF_62__bin.5,218406/2510/1
MAG_27,MAG_27,218406/2514/1
DecadtH_2024__ERR11718197__bin.11,DecadtH_2024__ERR11718197__bin.11,218406/2516/1
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.22,MASTER_WP4_FFoQSI_1__VB-03-M5__bin.22,218406/2517/1
ODFM-BA-A-0141-001_Corynebacterium_flavescens_CCUG_28791T,ODFM-BA-A-0141-001_Corynebacterium_flavescens_CCUG_28791T,218406/2520/1
ODFM-BA-A-0051-001_Pichia_kluyveri_CBA6002,ODFM-BA-A-0051-001_Pichia_kluyveri_CBA6002,218406/2522/1
MASTER_WP4_FFoQSI_3__VB07-30__bin.42,MASTER_WP4_FFoQSI_3__VB07-30__bin.42,218406/2524/1
MASTER_WP4_TEAGASC_1__TGS11-22__bin.4,MASTER_WP4_TEAGASC_1__TGS11-22__bin.4,218406/2526/1
LeechJ_xxxx__AF25__bin.13,LeechJ_xxxx__AF25__bin.13,218406/2528/1
MortensenS_xxxx__WK064-2-L-48h-05A5_S57__bin.10,MortensenS_xxxx__WK064-2-L-48h-05A5_S57__bin.10,218406/2530/1
AlvarezOrdonezA_xxxx__Q06-25__bin.5,AlvarezOrdonezA_xxxx__Q06-25__bin.5,218406/2531/1
KastmanEK_2016__CSB694__bin.6,KastmanEK_2016__CSB694__bin.6,218406/2533/1
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.43,MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.43,218406/2534/1
DuruIC_2018__ERS2061100__bin.3,DuruIC_2018__ERS2061100__bin.3,218406/2539/1
CM_UNINA_FFOOD__FFOOD_241__bin.3,CM_UNINA_FFOOD__FFOOD_241__bin.3,218406/2542/1
MASTER_WP4_UNINA_2__O-25.1__bin.1,MASTER_WP4_UNINA_2__O-25.1__bin.1,218406/2544/1
MAG_85,MAG_85,218406/2545/1
MortensenS_xxxx__WK050-2-L-48h-04D1_S128__bin.5,MortensenS_xxxx__WK050-2-L-48h-04D1_S128__bin.5,218406/2546/1
LeechJ_2020__ERS3967719__bin.1,LeechJ_2020__ERS3967719__bin.1,218406/2547/1
FalardeauJ_2023__SRR20811140__bin.4,FalardeauJ_2023__SRR20811140__bin.4,218406/2549/1
SRR10454509C293_malorum_assembly,SRR10454509C293_malorum_assembly,218406/2550/1
CM_UNINA_FFOOD__FFOOD_282__bin.3,CM_UNINA_FFOOD__FFOOD_282__bin.3,218406/2552/1
AlvarezOrdonezA_xxxx__F05-18__bin.2,AlvarezOrdonezA_xxxx__F05-18__bin.2,218406/2557/1
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.26,MASTER_WP4_FFoQSI_1__VB-09-M8__bin.26,218406/2559/1
MASTER_WP4_UNINA_1__GR211_71775__bin.4,MASTER_WP4_UNINA_1__GR211_71775__bin.4,218406/2560/1
ODFM-BA-A-0174-001_Clostridium_botulinum_CDC66089,ODFM-BA-A-0174-001_Clostridium_botulinum_CDC66089,218406/2563/1
LiZ_2018__SRS2920550__bin.23,LiZ_2018__SRS2920550__bin.23,218406/2564/1
LimaC_2020__SRR9640353__bin.15,LimaC_2020__SRR9640353__bin.15,218406/2566/1
WalshL_xxxx__k4__bin.7,WalshL_xxxx__k4__bin.7,218406/2567/1
DeFilippisF_xxxx__DF_30__bin.3,DeFilippisF_xxxx__DF_30__bin.3,218406/2572/1
CM_UNINA_FFOOD__FFOOD_410__bin.9,CM_UNINA_FFOOD__FFOOD_410__bin.9,218406/2575/1
MASTER_WP4_UNINA_1__PU007_71775__bin.55,MASTER_WP4_UNINA_1__PU007_71775__bin.55,218406/2576/1
MASTER_WP4_UNINA_1__PM005_71775__bin.7,MASTER_WP4_UNINA_1__PM005_71775__bin.7,218406/2577/1
LeechJ_2020__ERS3967702__bin.2,LeechJ_2020__ERS3967702__bin.2,218406/2578/1
EBC_082.15,EBC_082.15,218406/2580/1
MASTER_WP4_CSIC_2__P2578__bin.9,MASTER_WP4_CSIC_2__P2578__bin.9,218406/2582/1
LeechJ_xxxx__AF52__bin.4,LeechJ_xxxx__AF52__bin.4,218406/2583/1
LeechJ_xxxx__AF86__bin.9,LeechJ_xxxx__AF86__bin.9,218406/2585/1
MAG_309,MAG_309,218406/2586/1
DeFilippisF_xxxx__DS_91__bin.14,DeFilippisF_xxxx__DS_91__bin.14,218406/2589/1
DeFilippisF_xxxx__DF_77__bin.11,DeFilippisF_xxxx__DF_77__bin.11,218406/2590/1
MAG_6,MAG_6,218406/2596/1
MASTER_WP4_CSIC_2__P2614__bin.34,MASTER_WP4_CSIC_2__P2614__bin.34,218406/2597/1
WolfeBE_2014__894_Twig_Tomme__bin.3,WolfeBE_2014__894_Twig_Tomme__bin.3,218406/2599/1
LeechJ_xxxx__AF39__bin.7,LeechJ_xxxx__AF39__bin.7,218406/2603/1
MAG_358,MAG_358,218406/2605/1
MASTER_WP4_CSIC_1__P2192_73323__bin.5,MASTER_WP4_CSIC_1__P2192_73323__bin.5,218406/2606/1
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.59,MASTER_WP4_FFoQSI_1__VB-14-M18__bin.59,218406/2607/1
MAG_189,MAG_189,218406/2608/1
MASTER_WP4_CSIC_2__P2481__bin.7,MASTER_WP4_CSIC_2__P2481__bin.7,218406/2609/1
CM_UNINA_FFOOD__FFOOD_311__bin.4,CM_UNINA_FFOOD__FFOOD_311__bin.4,218406/2611/1
EBC_134.5,EBC_134.5,218406/2612/1
AlvarezOrdonezA_xxxx__Q04-27__bin.16,AlvarezOrdonezA_xxxx__Q04-27__bin.16,218406/2613/1
MASTER_WP4_UNINA_1__AS006_71775__bin.7,MASTER_WP4_UNINA_1__AS006_71775__bin.7,218406/2616/1
EscobarZepedaA_2016__SRS974112__bin.21,EscobarZepedaA_2016__SRS974112__bin.21,218406/2623/1
MotaGutierrezJ_2021__SRR11602150__bin.6,MotaGutierrezJ_2021__SRR11602150__bin.6,218406/2625/1
ChaconVargasK_2020__SRS6087094__bin.8,ChaconVargasK_2020__SRS6087094__bin.8,218406/2626/1
MASTER_WP4_FFoQSI_1__KM-2D__bin.47,MASTER_WP4_FFoQSI_1__KM-2D__bin.47,218406/2627/1
MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2,MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2,218406/2628/1
PatroJN_2016__SRS1044740__bin.1,PatroJN_2016__SRS1044740__bin.1,218406/2629/1
MASTER_WP4_UNINA_2__T-22__bin.5,MASTER_WP4_UNINA_2__T-22__bin.5,218406/2630/1
MASTER_WP4_UNINA_1__TO013_71775__bin.14,MASTER_WP4_UNINA_1__TO013_71775__bin.14,218406/2631/1
LeechJ_2020__ERS3967735__bin.10,LeechJ_2020__ERS3967735__bin.10,218406/2632/1
AlvarezOrdonezA_xxxx__F02-19__bin.8,AlvarezOrdonezA_xxxx__F02-19__bin.8,218406/2635/1
AlvarezOrdonezA_xxxx__Q06-22__bin.1,AlvarezOrdonezA_xxxx__Q06-22__bin.1,218406/2644/1
MASTER_WP4_FFoQSI_1__VB-12D__bin.16,MASTER_WP4_FFoQSI_1__VB-12D__bin.16,218406/2645/1
DeFilippisF_xxxx__DS_51__bin.11,DeFilippisF_xxxx__DS_51__bin.11,218406/2646/1
LeechJ_xxxx__AF68__bin.10,LeechJ_xxxx__AF68__bin.10,218406/2647/1
MortensenS_xxxx__WK049-2-L-48h-05A9_S61__bin.1,MortensenS_xxxx__WK049-2-L-48h-05A9_S61__bin.1,218406/2648/1
FalardeauJ_2023__SRR20811271__bin.6,FalardeauJ_2023__SRR20811271__bin.6,218406/2649/1
CM_UNINA_FFOOD__FFOOD_314__bin.7,CM_UNINA_FFOOD__FFOOD_314__bin.7,218406/2650/1
FontanaF_2023__SRR20746867__bin.4,FontanaF_2023__SRR20746867__bin.4,218406/2651/1
MASTER_WP4_TEAGASC_1__TGS06-22__bin.15,MASTER_WP4_TEAGASC_1__TGS06-22__bin.15,218406/2654/1
LimaC_2020__SRR9640356__bin.14,LimaC_2020__SRR9640356__bin.14,218406/2656/1
MortensenS_xxxx__WK031-2-L-08h-03B3_S31__bin.4,MortensenS_xxxx__WK031-2-L-08h-03B3_S31__bin.4,218406/2663/1
WalshAM_2020__ERS3466789__bin.2,WalshAM_2020__ERS3466789__bin.2,218406/2664/1
MASTER_WP4_UNINA_1__FI010_71775__bin.21,MASTER_WP4_UNINA_1__FI010_71775__bin.21,218406/2665/1
MASTER_WP4_TEAGASC_1__TGS04-28__bin.18,MASTER_WP4_TEAGASC_1__TGS04-28__bin.18,218406/2666/1
LeechJ_xxxx__AF64__bin.2,LeechJ_xxxx__AF64__bin.2,218406/2667/1
PatroJN_2016__SRS1044732__bin.6,PatroJN_2016__SRS1044732__bin.6,218406/2668/1
YulandiA_2020__SRS6115053__bin.6,YulandiA_2020__SRS6115053__bin.6,218406/2670/1
AlvarezOrdonezA_xxxx__Q07-22__bin.16,AlvarezOrdonezA_xxxx__Q07-22__bin.16,218406/2672/1
ZhaoCC_2020__SRS5803195__bin.4,ZhaoCC_2020__SRS5803195__bin.4,218406/2673/1
MASTER_WP4_UNINA_1__PM002_71775__bin.11,MASTER_WP4_UNINA_1__PM002_71775__bin.11,218406/2681/1
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.21,MASTER_WP4_FFoQSI_1__VB-15-M11__bin.21,218406/2682/1
MASTER_WP4_CSIC_1__P2136_73322__bin.11,MASTER_WP4_CSIC_1__P2136_73322__bin.11,218406/2683/1
MacoriG_2019__CS_R44__bin.13,MacoriG_2019__CS_R44__bin.13,218406/2685/1
MAG_416,MAG_416,218406/2687/1
EBC_088.5,EBC_088.5,218406/2688/1
DeFilippisF_xxxx__DF_11__bin.19,DeFilippisF_xxxx__DF_11__bin.19,218406/2689/1
CM_UNINA_FFOOD__FFOOD_324__bin.15,CM_UNINA_FFOOD__FFOOD_324__bin.15,218406/2691/1
MortensenS_xxxx__WK028-1-L-48h-02I8_S18__bin.4,MortensenS_xxxx__WK028-1-L-48h-02I8_S18__bin.4,218406/2692/1
PatroJN_2016__SRS1044738__bin.12,PatroJN_2016__SRS1044738__bin.12,218406/2697/1
MASTER_WP4_UNINA_1__FO007_71775__bin.2,MASTER_WP4_UNINA_1__FO007_71775__bin.2,218406/2698/1
FontanaF_2023__SRR20746930__bin.7,FontanaF_2023__SRR20746930__bin.7,218406/2699/1
MAG_447,MAG_447,218406/2702/1
MASTER_WP4_UNINA_1__PM012_71775__bin.20,MASTER_WP4_UNINA_1__PM012_71775__bin.20,218406/2704/1
MASTER_WP4_TEAGASC_1__TGS12-29__bin.36,MASTER_WP4_TEAGASC_1__TGS12-29__bin.36,218406/2706/1
WalshL_xxxx__F4__bin.3,WalshL_xxxx__F4__bin.3,218406/2707/1
DeFilippisF_xxxx__DF_88__bin.11,DeFilippisF_xxxx__DF_88__bin.11,218406/2712/1
MAG_507,MAG_507,218406/2713/1
MASTER_WP4_UNINA_2__O-30__bin.2,MASTER_WP4_UNINA_2__O-30__bin.2,218406/2715/1
AlvarezOrdonezA_xxxx__Q02-29__bin.6,AlvarezOrdonezA_xxxx__Q02-29__bin.6,218406/2716/1
MASTER_WP4_FFoQSI_3__VB14-26__bin.5,MASTER_WP4_FFoQSI_3__VB14-26__bin.5,218406/2718/1
WolfeBE_2014__337_Mileens__bin.8,WolfeBE_2014__337_Mileens__bin.8,218406/2721/1
LeechJ_2020__ERS3967699__bin.2,LeechJ_2020__ERS3967699__bin.2,218406/2722/1
MAG_591,MAG_591,218406/2723/1
MAG_600,MAG_600,218406/2724/1
MortensenS_xxxx__WK037-2-G-48h-04B4_S113__bin.1,MortensenS_xxxx__WK037-2-G-48h-04B4_S113__bin.1,218406/2727/1
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.33,MASTER_WP4_FFoQSI_1__VB-16-M15__bin.33,218406/2728/1
MAG_59,MAG_59,218406/2729/1
CM_UNINA_FFOOD__FFOOD_277__bin.12,CM_UNINA_FFOOD__FFOOD_277__bin.12,218406/2733/1
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.2,MASTER_WP4_FFoQSI_1__VB-15-AG__bin.2,218406/2738/1
FalardeauJ_2023__SRR20811133__bin.9,FalardeauJ_2023__SRR20811133__bin.9,218406/2741/1
WalshL_xxxx__C1__bin.1,WalshL_xxxx__C1__bin.1,218406/2742/1
MASTER_WP4_CSIC_2__P2560__bin.7,MASTER_WP4_CSIC_2__P2560__bin.7,218406/2743/1
AlvarezOrdonezA_xxxx__Q08-25__bin.15,AlvarezOrdonezA_xxxx__Q08-25__bin.15,218406/2745/1
MASTER_WP4_TEAGASC_1__TGS11-22__bin.15,MASTER_WP4_TEAGASC_1__TGS11-22__bin.15,218406/2746/1
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.60,MASTER_WP4_FFoQSI_1__VB-08-BD__bin.60,218406/2747/1
MASTER_WP4_CSIC_2__P2544__bin.17,MASTER_WP4_CSIC_2__P2544__bin.17,218406/2748/1
YouL_2022__SRR13308540__bin.3,YouL_2022__SRR13308540__bin.3,218406/2749/1
MASTER_WP4_UNINA_1__PR006_71775__bin.4,MASTER_WP4_UNINA_1__PR006_71775__bin.4,218406/2754/1
AlvarezOrdonezA_xxxx__Q03-22__bin.2,AlvarezOrdonezA_xxxx__Q03-22__bin.2,218406/2758/1
LeechJ_2020__ERS3967688__bin.1,LeechJ_2020__ERS3967688__bin.1,218406/2761/1
MAG_473,MAG_473,218406/2762/1
CM_UNINA_FFOOD__FFOOD_296__bin.3,CM_UNINA_FFOOD__FFOOD_296__bin.3,218406/2763/1
MortensenS_xxxx__WK057-2-L-08h-04G3_S28__bin.3,MortensenS_xxxx__WK057-2-L-08h-04G3_S28__bin.3,218406/2764/1
HeilCS_2018__Old_Warehouse_metagenome__bin.8,HeilCS_2018__Old_Warehouse_metagenome__bin.8,218406/2765/1
MASTER_WP4_TEAGASC_1__TGS13-29__bin.11,MASTER_WP4_TEAGASC_1__TGS13-29__bin.11,218406/2766/1
AlvarezOrdonezA_xxxx__Q07-22__bin.22,AlvarezOrdonezA_xxxx__Q07-22__bin.22,218406/2767/1
LopezSanchezR_2023__SRR13708565__bin.1,LopezSanchezR_2023__SRR13708565__bin.1,218406/2769/1
MAG_422,MAG_422,218406/2772/1
LandisEA_2021__SRS5652903__bin.2,LandisEA_2021__SRS5652903__bin.2,218406/2780/1
LeechJ_2020__ERS3967715__bin.4,LeechJ_2020__ERS3967715__bin.4,218406/2781/1
MASTER_WP4_CSIC_2__P2600__bin.15,MASTER_WP4_CSIC_2__P2600__bin.15,218406/2782/1
EBC_084.34,EBC_084.34,218406/2783/1
MAG_463,MAG_463,218406/2784/1
MAG_572,MAG_572,218406/2785/1
DeFilippisF_xxxx__DF_41__bin.2,DeFilippisF_xxxx__DF_41__bin.2,218406/2786/1
MAG_523,MAG_523,218406/2789/1
WalshAM_2020__ERS3466761__bin.2,WalshAM_2020__ERS3466761__bin.2,218406/2790/1
MASTER_WP4_TEAGASC_1__TGS05-30_0__bin.3,MASTER_WP4_TEAGASC_1__TGS05-30_0__bin.3,218406/2796/1
MAG_490,MAG_490,218406/2799/1
MAG_18,MAG_18,218406/2800/1
C-R09.bin.5,C-R09.bin.5,218406/2801/1
LeechJ_xxxx__AF44__bin.8,LeechJ_xxxx__AF44__bin.8,218406/2803/1
LimaC_2020__SRR9640346__bin.19,LimaC_2020__SRR9640346__bin.19,218406/2804/1
FontanaF_2023__SRR20746869__bin.6,FontanaF_2023__SRR20746869__bin.6,218406/2805/1
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.23,MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.23,218406/2806/1
LeechJ_xxxx__AF54__bin.1,LeechJ_xxxx__AF54__bin.1,218406/2809/1
MASTER_WP4_CSIC_1__P2232_73323__bin.4,MASTER_WP4_CSIC_1__P2232_73323__bin.4,218406/2810/1
MAG_49,MAG_49,218406/2814/1
PothakosV_2020__ERS2068301__bin.17,PothakosV_2020__ERS2068301__bin.17,218406/2819/1
MASTER_WP4_FFoQSI_2__VB15-28__bin.1,MASTER_WP4_FFoQSI_2__VB15-28__bin.1,218406/2820/1
MASTER_WP4_CSIC_2__P2618__bin.29,MASTER_WP4_CSIC_2__P2618__bin.29,218406/2821/1
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.30,MASTER_WP4_FFoQSI_1__VB-05-AD__bin.30,218406/2822/1
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.3,MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.3,218406/2823/1
MAG_517,MAG_517,218406/2826/1
MortensenS_xxxx__WK047-1-L-48h-03I3_S94__bin.2,MortensenS_xxxx__WK047-1-L-48h-03I3_S94__bin.2,218406/2827/1
LeechJ_xxxx__AF67__bin.4,LeechJ_xxxx__AF67__bin.4,218406/2830/1
MASTER_WP4_CSIC_2__P2610__bin.18,MASTER_WP4_CSIC_2__P2610__bin.18,218406/2833/1
FerrocinoI_2018__SRS1779550__bin.5,FerrocinoI_2018__SRS1779550__bin.5,218406/2835/1
MASTER_WP4_UNINA_2__O-23.1__bin.12,MASTER_WP4_UNINA_2__O-23.1__bin.12,218406/2837/1
MAG_457,MAG_457,218406/2838/1
EBC_089.4,EBC_089.4,218406/2840/1
MASTER_WP4_FFoQSI_2__VB03-30__bin.18,MASTER_WP4_FFoQSI_2__VB03-30__bin.18,218406/2842/1
MASTER_WP4_FFoQSI_2__VB15-25__bin.5,MASTER_WP4_FFoQSI_2__VB15-25__bin.5,218406/2843/1
FontanaF_2023__SRR20746909__bin.11,FontanaF_2023__SRR20746909__bin.11,218406/2846/1
MAG_546,MAG_546,218406/2848/1
MortensenS_xxxx__WK036-1-L-08h-03D3_S49__bin.1,MortensenS_xxxx__WK036-1-L-08h-03D3_S49__bin.1,218406/2850/1
EBC_140.10,EBC_140.10,218406/2851/1
CM_UNINA_FFOOD__FFOOD_425__bin.9,CM_UNINA_FFOOD__FFOOD_425__bin.9,218406/2852/1
AlvarezOrdonezA_xxxx__Q04-30__bin.7,AlvarezOrdonezA_xxxx__Q04-30__bin.7,218406/2857/1
DeFilippisF_xxxx__DS_97__bin.16,DeFilippisF_xxxx__DS_97__bin.16,218406/2858/1
MASTER_WP4_TEAGASC_1__TGS04-30__bin.24,MASTER_WP4_TEAGASC_1__TGS04-30__bin.24,218406/2859/1
MAG_406,MAG_406,218406/2862/1
MASTER_WP4_CSIC_2__P2611__bin.11,MASTER_WP4_CSIC_2__P2611__bin.11,218406/2866/1
LeechJ_xxxx__AF59__bin.5,LeechJ_xxxx__AF59__bin.5,218406/2868/1
MortensenS_xxxx__WK024-2-L-48h-02G9_S123__bin.2,MortensenS_xxxx__WK024-2-L-48h-02G9_S123__bin.2,218406/2869/1
MASTER_WP4_FFoQSI_1__DC18-032__bin.14,MASTER_WP4_FFoQSI_1__DC18-032__bin.14,218406/2870/1
MASTER_WP4_UNINA_2__I-28__bin.9,MASTER_WP4_UNINA_2__I-28__bin.9,218406/2872/1
